race,group,terrain,manufactured,floorMult,tractionFloor,creatureSpeed,barefoot,totalMult,baseTicks,moddedTicks,ratio
Toughspike,Other_Medium,Gravel,no,1.000,1.000,1.000,1.000,1.000,14.0,14.0,1.000
Toughspike,Other_Medium,Sand,no,1.000,1.000,1.000,1.000,1.000,14.0,14.0,1.000
Toughspike,Other_Medium,SoftSand,no,1.000,1.000,1.000,1.000,1.000,14.0,14.0,1.000
Toughspike,Other_Medium,Mud,no,1.000,1.000,1.000,1.000,1.000,14.0,14.0,1.000
Toughspike,Other_Medium,MarshyTerrain,no,1.000,1.000,1.000,1.000,1.000,14.0,14.0,1.000
Toughspike,Other_Medium,Ice,no,1.000,1.000,1.000,1.000,1.000,14.0,14.0,1.000
Toughspike,Other_Medium,Riverbank,no,1.000,1.000,1.000,1.000,1.000,14.0,14.0,1.000
Toughspike,Other_Medium,PackedDirt,no,1.000,1.000,1.000,1.000,1.000,14.0,14.0,1.000
Toughspike,Other_Medium,BrokenAsphalt,no,1.000,1.000,1.000,1.000,1.000,14.0,14.0,1.000
Toughspike,Other_Medium,Sandstone_Rough,no,1.000,1.000,1.000,1.000,1.000,14.0,14.0,1.000
Toughspike,Other_Medium,Sandstone_RoughHewn,no,1.000,1.000,1.000,1.000,1.000,14.0,14.0,1.000
Toughspike,Other_Medium,Sandstone_Smooth,yes,1.150,1.150,1.000,1.000,1.150,14.0,12.1,0.870
Toughspike,Other_Medium,StrawMatting,yes,1.150,1.150,1.000,1.000,1.150,14.0,12.1,0.870
Toughspike,Other_Medium,WoodPlankFloor,yes,1.150,1.150,1.000,1.000,1.150,14.0,12.1,0.870
Toughspike,Other_Medium,Concrete,yes,1.150,1.150,1.000,1.000,1.150,14.0,12.1,0.870
Toughspike,Other_Medium,PavedTile,yes,1.150,1.150,1.000,1.000,1.150,14.0,12.1,0.870
Toughspike,Other_Medium,TileSandstone,yes,1.150,1.150,1.000,1.000,1.150,14.0,12.1,0.870
Toughspike,Other_Medium,FlagstoneSandstone,yes,1.150,1.150,1.000,1.000,1.150,14.0,12.1,0.870
Toughspike,Other_Medium,MetalTile,yes,1.150,1.150,1.000,1.000,1.150,14.0,12.1,0.870
Toughspike,Other_Medium,SilverTile,yes,1.150,1.150,1.000,1.000,1.150,14.0,12.1,0.870
Toughspike,Other_Medium,SterileTile,yes,1.150,1.150,1.000,1.000,1.150,14.0,12.1,0.870
Toughspike,Other_Medium,Bridge,yes,1.150,1.150,1.000,1.000,1.150,14.0,12.1,0.870
StoneCrab,Shelled_Small,Soil,no,1.000,1.000,1.000,1.000,1.000,27.3,27.3,1.000
StoneCrab,Shelled_Small,SoilRich,no,1.000,1.000,1.000,1.000,1.000,27.3,27.3,1.000
StoneCrab,Shelled_Small,MossyTerrain,no,1.000,1.000,1.000,1.000,1.000,27.3,27.3,1.000
StoneCrab,Shelled_Small,Gravel,no,1.000,1.000,1.000,1.000,1.000,27.3,27.3,1.000
StoneCrab,Shelled_Small,Sand,no,1.000,1.000,1.000,1.000,1.000,27.3,27.3,1.000
StoneCrab,Shelled_Small,SoftSand,no,1.000,1.000,1.000,1.000,1.000,27.3,27.3,1.000
StoneCrab,Shelled_Small,Mud,no,1.000,1.000,1.000,1.000,1.000,27.3,27.3,1.000
StoneCrab,Shelled_Small,MarshyTerrain,no,1.000,1.000,1.000,1.000,1.000,27.3,27.3,1.000
StoneCrab,Shelled_Small,Ice,no,1.000,1.000,1.000,1.000,1.000,27.3,27.3,1.000
StoneCrab,Shelled_Small,Riverbank,no,1.000,1.000,1.000,1.000,1.000,27.3,27.3,1.000
StoneCrab,Shelled_Small,PackedDirt,no,1.000,1.000,1.000,1.000,1.000,27.3,27.3,1.000
StoneCrab,Shelled_Small,BrokenAsphalt,no,1.000,1.000,1.000,1.000,1.000,27.3,27.3,1.000
StoneCrab,Shelled_Small,Sandstone_Rough,no,1.000,1.000,1.000,1.000,1.000,27.3,27.3,1.000
StoneCrab,Shelled_Small,Sandstone_RoughHewn,no,1.000,1.000,1.000,1.000,1.000,27.3,27.3,1.000
StoneCrab,Shelled_Small,Sandstone_Smooth,yes,1.150,1.038,1.000,1.000,1.038,27.3,26.3,0.964
StoneCrab,Shelled_Small,StrawMatting,yes,1.150,1.038,1.000,1.000,1.038,27.3,26.3,0.964
StoneCrab,Shelled_Small,WoodPlankFloor,yes,1.150,1.038,1.000,1.000,1.038,27.3,26.3,0.964
StoneCrab,Shelled_Small,Concrete,yes,1.150,1.038,1.000,1.000,1.038,27.3,26.3,0.964
StoneCrab,Shelled_Small,PavedTile,yes,1.150,1.038,1.000,1.000,1.038,27.3,26.3,0.964
StoneCrab,Shelled_Small,TileSandstone,yes,1.150,1.038,1.000,1.000,1.038,27.3,26.3,0.964
StoneCrab,Shelled_Small,FlagstoneSandstone,yes,1.150,1.038,1.000,1.000,1.038,27.3,26.3,0.964
StoneCrab,Shelled_Small,MetalTile,yes,1.150,1.038,1.000,1.000,1.038,27.3,26.3,0.964
StoneCrab,Shelled_Small,SilverTile,yes,1.150,1.038,1.000,1.000,1.038,27.3,26.3,0.964
StoneCrab,Shelled_Small,SterileTile,yes,1.150,1.038,1.000,1.000,1.038,27.3,26.3,0.964
StoneCrab,Shelled_Small,Bridge,yes,1.150,1.038,1.000,1.000,1.038,27.3,26.3,0.964
Tortoise,Shelled_Medium,Soil,no,1.000,1.000,1.000,1.000,1.000,60.0,60.0,1.000
Tortoise,Shelled_Medium,SoilRich,no,1.000,1.000,1.000,1.000,1.000,60.0,60.0,1.000
Tortoise,Shelled_Medium,MossyTerrain,no,1.000,1.000,1.000,1.000,1.000,60.0,60.0,1.000
Tortoise,Shelled_Medium,Gravel,no,1.000,1.000,1.000,1.000,1.000,60.0,60.0,1.000
Tortoise,Shelled_Medium,Sand,no,1.000,1.000,1.000,1.000,1.000,60.0,60.0,1.000
Tortoise,Shelled_Medium,SoftSand,no,1.000,1.000,1.000,1.000,1.000,60.0,60.0,1.000
Tortoise,Shelled_Medium,Mud,no,1.000,1.000,1.000,1.000,1.000,60.0,60.0,1.000
Tortoise,Shelled_Medium,MarshyTerrain,no,1.000,1.000,1.000,1.000,1.000,60.0,60.0,1.000
Tortoise,Shelled_Medium,Ice,no,1.000,1.000,1.000,1.000,1.000,60.0,60.0,1.000
Tortoise,Shelled_Medium,Riverbank,no,1.000,1.000,1.000,1.000,1.000,60.0,60.0,1.000
Tortoise,Shelled_Medium,PackedDirt,no,1.000,1.000,1.000,1.000,1.000,60.0,60.0,1.000
Tortoise,Shelled_Medium,BrokenAsphalt,no,1.000,1.000,1.000,1.000,1.000,60.0,60.0,1.000
Tortoise,Shelled_Medium,Sandstone_Rough,no,1.000,1.000,1.000,1.000,1.000,60.0,60.0,1.000
Tortoise,Shelled_Medium,Sandstone_RoughHewn,no,1.000,1.000,1.000,1.000,1.000,60.0,60.0,1.000
Tortoise,Shelled_Medium,Sandstone_Smooth,yes,1.150,1.038,1.000,1.000,1.038,60.0,57.8,0.964
Tortoise,Shelled_Medium,StrawMatting,yes,1.150,1.038,1.000,1.000,1.038,60.0,57.8,0.964
Tortoise,Shelled_Medium,WoodPlankFloor,yes,1.150,1.038,1.000,1.000,1.038,60.0,57.8,0.964
Tortoise,Shelled_Medium,Concrete,yes,1.150,1.038,1.000,1.000,1.038,60.0,57.8,0.964
Tortoise,Shelled_Medium,PavedTile,yes,1.150,1.038,1.000,1.000,1.038,60.0,57.8,0.964
Tortoise,Shelled_Medium,TileSandstone,yes,1.150,1.038,1.000,1.000,1.038,60.0,57.8,0.964
Tortoise,Shelled_Medium,FlagstoneSandstone,yes,1.150,1.038,1.000,1.000,1.038,60.0,57.8,0.964
Tortoise,Shelled_Medium,MetalTile,yes,1.150,1.038,1.000,1.000,1.038,60.0,57.8,0.964
Tortoise,Shelled_Medium,SilverTile,yes,1.150,1.038,1.000,1.000,1.038,60.0,57.8,0.964
Tortoise,Shelled_Medium,SterileTile,yes,1.150,1.038,1.000,1.000,1.038,60.0,57.8,0.964
Tortoise,Shelled_Medium,Bridge,yes,1.150,1.038,1.000,1.000,1.038,60.0,57.8,0.964
Seal,Shelled_Medium,Soil,no,1.000,1.000,1.000,1.000,1.000,23.1,23.1,1.000
Seal,Shelled_Medium,SoilRich,no,1.000,1.000,1.000,1.000,1.000,23.1,23.1,1.000
Seal,Shelled_Medium,MossyTerrain,no,1.000,1.000,1.000,1.000,1.000,23.1,23.1,1.000
Seal,Shelled_Medium,Gravel,no,1.000,1.000,1.000,1.000,1.000,23.1,23.1,1.000
Seal,Shelled_Medium,Sand,no,1.000,1.000,1.000,1.000,1.000,23.1,23.1,1.000
Seal,Shelled_Medium,SoftSand,no,1.000,1.000,1.000,1.000,1.000,23.1,23.1,1.000
Seal,Shelled_Medium,Mud,no,1.000,1.000,1.000,1.000,1.000,23.1,23.1,1.000
Seal,Shelled_Medium,MarshyTerrain,no,1.000,1.000,1.000,1.000,1.000,23.1,23.1,1.000
Seal,Shelled_Medium,Ice,no,1.000,1.000,1.000,1.000,1.000,23.1,23.1,1.000
Seal,Shelled_Medium,Riverbank,no,1.000,1.000,1.000,1.000,1.000,23.1,23.1,1.000
Seal,Shelled_Medium,PackedDirt,no,1.000,1.000,1.000,1.000,1.000,23.1,23.1,1.000
Seal,Shelled_Medium,BrokenAsphalt,no,1.000,1.000,1.000,1.000,1.000,23.1,23.1,1.000
Seal,Shelled_Medium,Sandstone_Rough,no,1.000,1.000,1.000,1.000,1.000,23.1,23.1,1.000
Seal,Shelled_Medium,Sandstone_RoughHewn,no,1.000,1.000,1.000,1.000,1.000,23.1,23.1,1.000
Seal,Shelled_Medium,Sandstone_Smooth,yes,1.150,1.038,1.000,1.000,1.038,23.1,22.2,0.964
Seal,Shelled_Medium,StrawMatting,yes,1.150,1.038,1.000,1.000,1.038,23.1,22.2,0.964
Seal,Shelled_Medium,WoodPlankFloor,yes,1.150,1.038,1.000,1.000,1.038,23.1,22.2,0.964
Seal,Shelled_Medium,Concrete,yes,1.150,1.038,1.000,1.000,1.038,23.1,22.2,0.964
Seal,Shelled_Medium,PavedTile,yes,1.150,1.038,1.000,1.000,1.038,23.1,22.2,0.964
Seal,Shelled_Medium,TileSandstone,yes,1.150,1.038,1.000,1.000,1.038,23.1,22.2,0.964
Seal,Shelled_Medium,FlagstoneSandstone,yes,1.150,1.038,1.000,1.000,1.038,23.1,22.2,0.964
Seal,Shelled_Medium,MetalTile,yes,1.150,1.038,1.000,1.000,1.038,23.1,22.2,0.964
Seal,Shelled_Medium,SilverTile,yes,1.150,1.038,1.000,1.000,1.038,23.1,22.2,0.964
Seal,Shelled_Medium,SterileTile,yes,1.150,1.038,1.000,1.000,1.038,23.1,22.2,0.964
Seal,Shelled_Medium,Bridge,yes,1.150,1.038,1.000,1.000,1.038,23.1,22.2,0.964
Walrus,Shelled_Large,Soil,no,1.000,1.000,1.000,1.000,1.000,26.1,26.1,1.000
Walrus,Shelled_Large,SoilRich,no,1.000,1.000,1.000,1.000,1.000,26.1,26.1,1.000
Walrus,Shelled_Large,MossyTerrain,no,1.000,1.000,1.000,1.000,1.000,26.1,26.1,1.000
Walrus,Shelled_Large,Gravel,no,1.000,1.000,1.000,1.000,1.000,26.1,26.1,1.000
Walrus,Shelled_Large,Sand,no,1.000,1.000,1.000,1.000,1.000,26.1,26.1,1.000
Walrus,Shelled_Large,SoftSand,no,1.000,1.000,1.000,1.000,1.000,26.1,26.1,1.000
Walrus,Shelled_Large,Mud,no,1.000,1.000,1.000,1.000,1.000,26.1,26.1,1.000
Walrus,Shelled_Large,MarshyTerrain,no,1.000,1.000,1.000,1.000,1.000,26.1,26.1,1.000
Walrus,Shelled_Large,Ice,no,1.000,1.000,1.000,1.000,1.000,26.1,26.1,1.000
Walrus,Shelled_Large,Riverbank,no,1.000,1.000,1.000,1.000,1.000,26.1,26.1,1.000
Walrus,Shelled_Large,PackedDirt,no,1.000,1.000,1.000,1.000,1.000,26.1,26.1,1.000
Walrus,Shelled_Large,BrokenAsphalt,no,1.000,1.000,1.000,1.000,1.000,26.1,26.1,1.000
Walrus,Shelled_Large,Sandstone_Rough,no,1.000,1.000,1.000,1.000,1.000,26.1,26.1,1.000
Walrus,Shelled_Large,Sandstone_RoughHewn,no,1.000,1.000,1.000,1.000,1.000,26.1,26.1,1.000
Walrus,Shelled_Large,Sandstone_Smooth,yes,1.150,1.038,1.000,1.000,1.038,26.1,25.1,0.964
Walrus,Shelled_Large,StrawMatting,yes,1.150,1.038,1.000,1.000,1.038,26.1,25.1,0.964
Walrus,Shelled_Large,WoodPlankFloor,yes,1.150,1.038,1.000,1.000,1.038,26.1,25.1,0.964
Walrus,Shelled_Large,Concrete,yes,1.150,1.038,1.000,1.000,1.038,26.1,25.1,0.964
Walrus,Shelled_Large,PavedTile,yes,1.150,1.038,1.000,1.000,1.038,26.1,25.1,0.964
Walrus,Shelled_Large,TileSandstone,yes,1.150,1.038,1.000,1.000,1.038,26.1,25.1,0.964
Walrus,Shelled_Large,FlagstoneSandstone,yes,1.150,1.038,1.000,1.000,1.038,26.1,25.1,0.964
Walrus,Shelled_Large,MetalTile,yes,1.150,1.038,1.000,1.000,1.038,26.1,25.1,0.964
Walrus,Shelled_Large,SilverTile,yes,1.150,1.038,1.000,1.000,1.038,26.1,25.1,0.964
Walrus,Shelled_Large,SterileTile,yes,1.150,1.038,1.000,1.000,1.038,26.1,25.1,0.964
Walrus,Shelled_Large,Bridge,yes,1.150,1.038,1.000,1.000,1.038,26.1,25.1,0.964
Cobra,Serpentine_Small,Soil,no,1.000,1.000,1.000,1.000,1.000,17.1,17.1,1.000
Cobra,Serpentine_Small,SoilRich,no,1.000,1.000,1.000,1.000,1.000,17.1,17.1,1.000
Cobra,Serpentine_Small,MossyTerrain,no,1.000,1.000,1.000,1.000,1.000,17.1,17.1,1.000
Cobra,Serpentine_Small,Gravel,no,1.000,1.000,1.000,1.000,1.000,17.1,17.1,1.000
Cobra,Serpentine_Small,Sand,no,1.000,1.000,1.000,1.000,1.000,17.1,17.1,1.000
Cobra,Serpentine_Small,SoftSand,no,1.000,1.000,1.000,1.000,1.000,17.1,17.1,1.000
Cobra,Serpentine_Small,Mud,no,1.000,1.000,1.000,1.000,1.000,17.1,17.1,1.000
Cobra,Serpentine_Small,MarshyTerrain,no,1.000,1.000,1.000,1.000,1.000,17.1,17.1,1.000
Cobra,Serpentine_Small,Ice,no,1.000,1.000,1.000,1.000,1.000,17.1,17.1,1.000
Cobra,Serpentine_Small,Riverbank,no,1.000,1.000,1.000,1.000,1.000,17.1,17.1,1.000
Cobra,Serpentine_Small,PackedDirt,no,1.000,1.000,1.000,1.000,1.000,17.1,17.1,1.000
Cobra,Serpentine_Small,BrokenAsphalt,no,1.000,1.000,1.000,1.000,1.000,17.1,17.1,1.000
Cobra,Serpentine_Small,Sandstone_Rough,no,1.000,1.000,1.000,1.000,1.000,17.1,17.1,1.000
Cobra,Serpentine_Small,Sandstone_RoughHewn,no,1.000,1.000,1.000,1.000,1.000,17.1,17.1,1.000
Cobra,Serpentine_Small,Sandstone_Smooth,yes,1.150,0.925,1.000,1.000,0.925,17.1,18.5,1.081
Cobra,Serpentine_Small,StrawMatting,yes,1.150,0.925,1.000,1.000,0.925,17.1,18.5,1.081
Cobra,Serpentine_Small,WoodPlankFloor,yes,1.150,0.925,1.000,1.000,0.925,17.1,18.5,1.081
Cobra,Serpentine_Small,Concrete,yes,1.150,0.925,1.000,1.000,0.925,17.1,18.5,1.081
Cobra,Serpentine_Small,PavedTile,yes,1.150,0.925,1.000,1.000,0.925,17.1,18.5,1.081
Cobra,Serpentine_Small,TileSandstone,yes,1.150,0.925,1.000,1.000,0.925,17.1,18.5,1.081
Cobra,Serpentine_Small,FlagstoneSandstone,yes,1.150,0.925,1.000,1.000,0.925,17.1,18.5,1.081
Cobra,Serpentine_Small,MetalTile,yes,1.150,0.925,1.000,1.000,0.925,17.1,18.5,1.081
Cobra,Serpentine_Small,SilverTile,yes,1.150,0.925,1.000,1.000,0.925,17.1,18.5,1.081
Cobra,Serpentine_Small,SterileTile,yes,1.150,0.925,1.000,1.000,0.925,17.1,18.5,1.081
Cobra,Serpentine_Small,Bridge,yes,1.150,0.925,1.000,1.000,0.925,17.1,18.5,1.081
Mech_Agrihand,Mechanoid_Medium,Soil,no,1.000,1.000,1.000,1.000,1.000,17.6,17.6,1.000
Mech_Agrihand,Mechanoid_Medium,SoilRich,no,1.000,1.000,1.000,1.000,1.000,17.6,17.6,1.000
Mech_Agrihand,Mechanoid_Medium,MossyTerrain,no,1.000,1.000,1.000,1.000,1.000,17.6,17.6,1.000
Mech_Agrihand,Mechanoid_Medium,Gravel,no,1.000,1.000,1.000,1.000,1.000,17.6,17.6,1.000
Mech_Agrihand,Mechanoid_Medium,Sand,no,1.000,1.000,1.000,1.000,1.000,17.6,17.6,1.000
Mech_Agrihand,Mechanoid_Medium,SoftSand,no,1.000,1.000,1.000,1.000,1.000,17.6,17.6,1.000
Mech_Agrihand,Mechanoid_Medium,Mud,no,1.000,1.000,1.000,1.000,1.000,17.6,17.6,1.000
Mech_Agrihand,Mechanoid_Medium,MarshyTerrain,no,1.000,1.000,1.000,1.000,1.000,17.6,17.6,1.000
Mech_Agrihand,Mechanoid_Medium,Ice,no,1.000,1.000,1.000,1.000,1.000,17.6,17.6,1.000
Mech_Agrihand,Mechanoid_Medium,Riverbank,no,1.000,1.000,1.000,1.000,1.000,17.6,17.6,1.000
Mech_Agrihand,Mechanoid_Medium,PackedDirt,no,1.000,1.000,1.000,1.000,1.000,17.6,17.6,1.000
Mech_Agrihand,Mechanoid_Medium,BrokenAsphalt,no,1.000,1.000,1.000,1.000,1.000,17.6,17.6,1.000
Mech_Agrihand,Mechanoid_Medium,Sandstone_Rough,no,1.000,1.000,1.000,1.000,1.000,17.6,17.6,1.000
Mech_Agrihand,Mechanoid_Medium,Sandstone_RoughHewn,no,1.000,1.000,1.000,1.000,1.000,17.6,17.6,1.000
Mech_Agrihand,Mechanoid_Medium,Sandstone_Smooth,yes,1.150,1.188,1.000,1.000,1.188,17.6,14.9,0.842
Mech_Agrihand,Mechanoid_Medium,StrawMatting,yes,1.150,1.188,1.000,1.000,1.188,17.6,14.9,0.842
Mech_Agrihand,Mechanoid_Medium,WoodPlankFloor,yes,1.150,1.188,1.000,1.000,1.188,17.6,14.9,0.842
Mech_Agrihand,Mechanoid_Medium,Concrete,yes,1.150,1.188,1.000,1.000,1.188,17.6,14.9,0.842
Mech_Agrihand,Mechanoid_Medium,PavedTile,yes,1.150,1.188,1.000,1.000,1.188,17.6,14.9,0.842
Mech_Agrihand,Mechanoid_Medium,TileSandstone,yes,1.150,1.188,1.000,1.000,1.188,17.6,14.9,0.842
Mech_Agrihand,Mechanoid_Medium,FlagstoneSandstone,yes,1.150,1.188,1.000,1.000,1.188,17.6,14.9,0.842
Mech_Agrihand,Mechanoid_Medium,MetalTile,yes,1.150,1.188,1.000,1.000,1.188,17.6,14.9,0.842
Mech_Agrihand,Mechanoid_Medium,SilverTile,yes,1.150,1.188,1.000,1.000,1.188,17.6,14.9,0.842
Mech_Agrihand,Mechanoid_Medium,SterileTile,yes,1.150,1.188,1.000,1.000,1.188,17.6,14.9,0.842
Mech_Agrihand,Mechanoid_Medium,Bridge,yes,1.150,1.188,1.000,1.000,1.188,17.6,14.9,0.842
Mech_Centurion,Mechanoid_Large,Soil,no,1.000,1.000,1.000,1.000,1.000,37.5,37.5,1.000
Mech_Centurion,Mechanoid_Large,SoilRich,no,1.000,1.000,1.000,1.000,1.000,37.5,37.5,1.000
Mech_Centurion,Mechanoid_Large,MossyTerrain,no,1.000,1.000,1.000,1.000,1.000,37.5,37.5,1.000
Mech_Centurion,Mechanoid_Large,Gravel,no,1.000,1.000,1.000,1.000,1.000,37.5,37.5,1.000
Mech_Centurion,Mechanoid_Large,Sand,no,1.000,1.000,1.000,1.000,1.000,37.5,37.5,1.000
Mech_Centurion,Mechanoid_Large,SoftSand,no,1.000,1.000,1.000,1.000,1.000,37.5,37.5,1.000
Mech_Centurion,Mechanoid_Large,Mud,no,1.000,1.000,1.000,1.000,1.000,37.5,37.5,1.000
Mech_Centurion,Mechanoid_Large,MarshyTerrain,no,1.000,1.000,1.000,1.000,1.000,37.5,37.5,1.000
Mech_Centurion,Mechanoid_Large,Ice,no,1.000,1.000,1.000,1.000,1.000,37.5,37.5,1.000
Mech_Centurion,Mechanoid_Large,Riverbank,no,1.000,1.000,1.000,1.000,1.000,37.5,37.5,1.000
Mech_Centurion,Mechanoid_Large,PackedDirt,no,1.000,1.000,1.000,1.000,1.000,37.5,37.5,1.000
Mech_Centurion,Mechanoid_Large,BrokenAsphalt,no,1.000,1.000,1.000,1.000,1.000,37.5,37.5,1.000
Mech_Centurion,Mechanoid_Large,Sandstone_Rough,no,1.000,1.000,1.000,1.000,1.000,37.5,37.5,1.000
Mech_Centurion,Mechanoid_Large,Sandstone_RoughHewn,no,1.000,1.000,1.000,1.000,1.000,37.5,37.5,1.000
Mech_Centurion,Mechanoid_Large,Sandstone_Smooth,yes,1.150,1.188,1.000,1.000,1.188,37.5,31.6,0.842
Mech_Centurion,Mechanoid_Large,StrawMatting,yes,1.150,1.188,1.000,1.000,1.188,37.5,31.6,0.842
Mech_Centurion,Mechanoid_Large,WoodPlankFloor,yes,1.150,1.188,1.000,1.000,1.188,37.5,31.6,0.842
Mech_Centurion,Mechanoid_Large,Concrete,yes,1.150,1.188,1.000,1.000,1.188,37.5,31.6,0.842
Mech_Centurion,Mechanoid_Large,PavedTile,yes,1.150,1.188,1.000,1.000,1.188,37.5,31.6,0.842
Mech_Centurion,Mechanoid_Large,TileSandstone,yes,1.150,1.188,1.000,1.000,1.188,37.5,31.6,0.842
Mech_Centurion,Mechanoid_Large,FlagstoneSandstone,yes,1.150,1.188,1.000,1.000,1.188,37.5,31.6,0.842
Mech_Centurion,Mechanoid_Large,MetalTile,yes,1.150,1.188,1.000,1.000,1.188,37.5,31.6,0.842
Mech_Centurion,Mechanoid_Large,SilverTile,yes,1.150,1.188,1.000,1.000,1.188,37.5,31.6,0.842
Mech_Centurion,Mechanoid_Large,SterileTile,yes,1.150,1.188,1.000,1.000,1.188,37.5,31.6,0.842
Mech_Centurion,Mechanoid_Large,Bridge,yes,1.150,1.188,1.000,1.000,1.188,37.5,31.6,0.842
